month,date,time,month/date,Ufh,Ufc,fH,fC
1,7,8, 01/07,0.9443986913386413,0.0,1.0,0.0
1,7,9, 01/07,1.0341473122761586,0.0,1.0,0.0
1,7,10, 01/07,0.998896101517457,0.0,1.0,0.0
1,7,11, 01/07,0.9946766313447977,0.0,1.0,0.0
1,7,12, 01/07,0.9889130522551031,0.0,1.0,0.0
1,7,13, 01/07,0.9481576911377129,0.0,0.9999756771464408,2.432285355921971e-05
1,7,14, 01/07,0.8420560135742889,0.0,0.9999979100441213,2.089955878654296e-06
1,7,15, 01/07,0.787296805208719,0.0,1.0,0.0
1,7,16, 01/07,0.4934664914737673,0.0,1.0,0.0
1,7,17, 01/07,0.0,0.8502209361172949,1.0,0.0
1,7,18, 01/07,0.0,0.8734693181310962,1.0,0.0
1,7,19, 01/07,0.0,0.8661064994783665,1.0,0.0
1,7,20, 01/07,0.0,0.8755686008713932,1.0,0.0
1,7,21, 01/07,0.0,0.8565020105589639,1.0,0.0
1,7,22, 01/07,0.0,0.8485463818119843,1.0,0.0
1,7,23, 01/07,0.0,0.8270471832123876,1.0,0.0
1,7,24, 01/07,0.0,0.8262543999884211,1.0,0.0
1,8,1, 01/08,0.0,0.8277917399551309,1.0,0.0
1,8,2, 01/08,0.0,0.8628170504524582,1.0,0.0
1,8,3, 01/08,0.0,0.7907240307122856,1.0,0.0
1,8,4, 01/08,0.0,0.6924009980743311,1.0,0.0
1,8,5, 01/08,0.09692524055925145,0.46927938866099583,1.0,0.0
1,8,6, 01/08,0.5204273099660732,0.14659732170172635,1.0,0.0
1,8,7, 01/08,0.43332438422158814,0.2040870432209937,1.0,0.0
1,8,8, 01/08,0.6789144629706874,0.08497443353154421,1.0,0.0
1,8,9, 01/08,0.9159846524628734,0.0,1.0,0.0
1,8,10, 01/08,1.0325402386524947,0.0,1.0,0.0
1,8,11, 01/08,0.9468316966906005,0.0,1.0,0.0
1,8,12, 01/08,0.9952378842845832,0.0,1.0,0.0
1,8,13, 01/08,1.1698616371494603,0.0,1.0,0.0
1,8,14, 01/08,1.1086951500981714,0.0,1.0,0.0
1,8,15, 01/08,1.0236606745250343,0.0,1.0,0.0
